 Downloading crates ...
382 |                 self.drop(unsafe { Box::from_raw(ptr) })
    |                 +++++
help: consider importing this function
    |
355 +     use core::mem::drop;
    |

error[E0412]: cannot find type `Option` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:399:30
    |
399 |         pub fn get(&self) -> Option<&T> {
    |                              ^^^^^^ not found in this scope
    |
help: consider importing this enum
    |
355 +     use core::option::Option;
    |

error[E0425]: cannot find value `None` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:402:24
    |
402 |                 return None;
    |                        ^^^^ not found in this scope
    |
help: consider importing this unit variant
    |
355 +     use core::option::Option::None;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Some` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:404:13
    |
404 |             Some(unsafe { &*ptr })
    |             ^^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::option::Option::Some;
    |

error[E0412]: cannot find type `Result` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:411:45
    |
411 |         pub fn set(&self, value: Box<T>) -> Result<(), Box<T>> {
    |                                             ^^^^^^ not found in this scope
    |
help: consider importing one of these items
    |
355 +     use core::fmt::Result;
    |
355 +     use core::result::Result;
    |
355 +     use alloc::fmt::Result;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Err` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:421:24
    |
421 |                 return Err(value);
    |                        ^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Err;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Ok` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:423:13
    |
423 |             Ok(())
    |             ^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Ok;
    |

error[E0405]: cannot find trait `FnOnce` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:434:16
    |
434 |             F: FnOnce() -> Box<T>,
    |                ^^^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::ops::FnOnce;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Ok` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:437:43
    |
437 |             match self.get_or_try_init(|| Ok::<Box<T>, Void>(f())) {
    |                                           ^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Ok;
    |

error[E0531]: cannot find tuple struct or tuple variant `Ok` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:438:17
    |
438 |                 Ok(val) => val,
    |                 ^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Ok;
    |

error[E0531]: cannot find tuple struct or tuple variant `Err` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:439:17
    |
439 |                 Err(void) => match void {},
    |                 ^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Err;
    |

error[E0405]: cannot find trait `FnOnce` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:452:16
    |
452 |             F: FnOnce() -> Result<Box<T>, E>,
    |                ^^^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::ops::FnOnce;
    |

error[E0412]: cannot find type `Result` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:452:28
    |
452 |             F: FnOnce() -> Result<Box<T>, E>,
    |                            ^^^^^^ not found in this scope
    |
help: consider importing one of these items
    |
355 +     use core::fmt::Result;
    |
355 +     use core::result::Result;
    |
355 +     use alloc::fmt::Result;
    |

error[E0412]: cannot find type `Result` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:450:54
    |
450 |         pub fn get_or_try_init<F, E>(&self, f: F) -> Result<&T, E>
    |                                                      ^^^^^^ not found in this scope
    |
help: consider importing one of these items
    |
355 +     use core::fmt::Result;
    |
355 +     use core::result::Result;
    |
355 +     use alloc::fmt::Result;
    |

error[E0531]: cannot find tuple struct or tuple variant `Some` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:455:17
    |
455 |                 Some(val) => Ok(val),
    |                 ^^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::option::Option::Some;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Ok` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:455:30
    |
455 |                 Some(val) => Ok(val),
    |                              ^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Ok;
    |

error[E0405]: cannot find trait `FnOnce` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:462:35
    |
462 |         fn init<E>(&self, f: impl FnOnce() -> Result<Box<T>, E>) -> Result<&T, E> {
    |                                   ^^^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::ops::FnOnce;
    |

error[E0412]: cannot find type `Result` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:462:47
    |
462 |         fn init<E>(&self, f: impl FnOnce() -> Result<Box<T>, E>) -> Result<&T, E> {
    |                                               ^^^^^^ not found in this scope
    |
help: consider importing one of these items
    |
355 +     use core::fmt::Result;
    |
355 +     use core::result::Result;
    |
355 +     use alloc::fmt::Result;
    |

error[E0412]: cannot find type `Result` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:462:69
    |
462 |         fn init<E>(&self, f: impl FnOnce() -> Result<Box<T>, E>) -> Result<&T, E> {
    |                                                                     ^^^^^^ not found in this scope
    |
help: consider importing one of these items
    |
355 +     use core::fmt::Result;
    |
355 +     use core::result::Result;
    |
355 +     use alloc::fmt::Result;
    |

error[E0531]: cannot find tuple struct or tuple variant `Err` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:471:20
    |
471 |             if let Err(old) = exchange {
    |                    ^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Err;
    |

error[E0425]: cannot find function `drop` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:472:17
    |
472 |                 drop(unsafe { Box::from_raw(ptr) });
    |                 ^^^^ not found in this scope
    |
help: consider importing this function
    |
355 +     use core::mem::drop;
    |

error[E0425]: cannot find function, tuple struct or tuple variant `Ok` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:475:13
    |
475 |             Ok(unsafe { &*ptr })
    |             ^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::result::Result::Ok;
    |

error[E0405]: cannot find trait `Sync` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:479:33
    |
479 |     unsafe impl<T: Sync + Send> Sync for OnceBox<T> {}
    |                                 ^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::marker::Sync;
    |

error[E0405]: cannot find trait `Sync` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:479:20
    |
479 |     unsafe impl<T: Sync + Send> Sync for OnceBox<T> {}
    |                    ^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::marker::Sync;
    |

error[E0405]: cannot find trait `Send` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:479:27
    |
479 |     unsafe impl<T: Sync + Send> Sync for OnceBox<T> {}
    |                           ^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::marker::Send;
    |

error[E0405]: cannot find trait `Clone` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:481:20
    |
481 |     impl<T: Clone> Clone for OnceBox<T> {
    |                    ^^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::clone::Clone;
    |

error[E0405]: cannot find trait `Clone` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:481:13
    |
481 |     impl<T: Clone> Clone for OnceBox<T> {
    |             ^^^^^ not found in this scope
    |
help: consider importing this trait
    |
355 +     use core::clone::Clone;
    |

error[E0531]: cannot find tuple struct or tuple variant `Some` in this scope
   --> /Users/iraabbott/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/once_cell-1.21.3/src/race.rs:484:17
    |
484 |                 Some(value) => OnceBox::with_value(Box::new(value.clone())),
    |                 ^^^^ not found in this scope
    |
help: consider importing this tuple variant
    |
355 +     use core::option::Option::Some;
    |

Some errors have detailed explanations: E0405, E0408, E0412, E0425, E0463, E0531.
For more information about an error, try `rustc --explain E0405`.
error: could not compile `once_cell` (lib) due to 244 previous errors
warning: build failed, waiting for other jobs to finish...
